time,tradeDate,nominal,dv01,recTrader,recEndState,security,platform,buySell,cName,isVoice,won,tradedAway,tiedAway,rejected,sign,countryCode,bondType,currency,securityClass,desk,sector,maturityDate,classification,Salesperson,RMHF
43:18.7,23/10/2019,759151242.8,379927.062,trader3,CoveredTied,security4,Bloomberg,Sell,client158,0,0,0,0,0,-1,EU,[NULL],EUR,IRS_EUR,[NULL],5.5-10,20/12/2028,InfLinked,salesperson6,HedgeFund
44:55.7,23/10/2019,8471767729,113884.0102,trader59,CustomerRejected,security595,Tradeweb,Pay,client250,0,0,0,0,0,1,DE,DBR,EUR,EGB,[NULL],Oct-30,26/01/2020,InfLinked,salesperson1,HedgeFund
37:49.1,23/10/2019,375717057.6,5036.641943,trader59,TradedAway,security595,Tradeweb,Receive,client250,0,0,1,0,0,-1,AT,RAGB,EUR,EGB,EGB,5.5-10,01/12/2019,InfLinked,salesperson4,HedgeFund
46:57.6,23/10/2019,9000706879,103192.9167,trader59,CustomerExpired,security595,Tradeweb,Buy,client250,0,0,0,0,0,1,PT,PGB,EUR,EGB,EGB,Oct-30,15/11/2025,InfLinked,salesperson1,RealMoney
29:06.7,23/10/2019,86037321.29,983.7157205,trader59,TradedAwayTied,security595,Tradeweb,Buy,client250,0,0,0,1,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],Oct-30,01/10/2020,ESM,salesperson5,RealMoney
53:18.2,23/10/2019,9560350.721,8621.970785,trader48,CustomerExpired,security391,Bondvision,Receive,client245,0,0,0,0,0,-1,US,[NULL],USD,IrsVanilla,USD SWAPS,0-2,30/04/2019,Floating,salesperson3,HedgeFund
30:13.4,23/10/2019,614060697.9,564557.4551,trader47,DealerRejected,security410,Tradeweb,Sell,client73,0,0,0,0,1,-1,SG,EuroUSD,USD,BOND,CREDIT-AEJ,Oct-30,21/04/2027,Floating,salesperson5,RealMoney
34:14.8,23/10/2019,22348077.63,25301.12119,trader60,Covered,security625,VOICE,Buy,client257,1,0,0,0,0,1,US,[NULL],USD,IrsVanilla,USD SWAPS,5.5-10,22/06/2050,Floating,salesperson8,RealMoney
46:14.0,23/10/2019,7723732.476,4798.552142,trader47,CoveredTied,security593,VOICE,Sell,client258,1,0,0,0,0,-1,NL,NETHER,EUR,EGB,INF-EMEA,2-3.5,20/12/2036,Floating,salesperson5,HedgeFund
43:21.5,23/10/2019,907451.6201,2792.803809,trader48,CoveredTied,security626,Tradeweb,Sell,client45,0,0,0,0,0,-1,FR,FRTR,EUR,EGB,EGB,Oct-30,15/04/2022,Floating,salesperson8,RealMoney
30:22.0,23/10/2019,3727898.346,8399.083493,trader47,Covered,security627,Tradeweb,Receive,client45,0,0,0,0,0,-1,GR,GGB,EUR,EGB,EGB,2-3.5,30/07/2021,Floating,salesperson9,HedgeFund
41:17.1,23/10/2019,18685564.51,4280.515643,trader3,DoneTied,security628,Bondvision,Sell,client240,0,1,0,0,0,-1,PT,PGB,EUR,EGB,EGB,5.5-10,07/01/2039,Floating,salesperson5,RealMoney
46:00.6,23/10/2019,8750301.749,3976.893868,trader3,CoveredTied,security213,Bloomberg,Sell,client209,0,0,0,0,0,-1,BE,BGB,EUR,EGB,EGB,5.5-10,01/03/2021,Floating,salesperson3,RealMoney
39:10.4,23/10/2019,731528011.5,672573.5504,trader47,CustomerRejected,security410,Tradeweb,Pay,client73,0,0,0,0,0,1,JP,JPNCorp,JPY,BOND,[NULL],5.5-10,22/06/2027,Floating,salesperson7,HedgeFund
41:03.8,23/10/2019,318785682.2,28116.89717,trader10,CustomerExpired,security629,Tradeweb,Buy,client45,0,0,0,0,0,1,JP,JPNCorp,JPY,BOND,[NULL],5.5-10,20/12/2029,Floating,salesperson3,HedgeFund
38:21.9,23/10/2019,386312371.8,76914.79323,trader10,CustomerExpired,security630,Tradeweb,Pay,client45,0,0,0,0,0,1,JP,EuroUSD,USD,BOND,[NULL],0-2,01/06/2026,Floating,salesperson5,RealMoney
38:38.0,23/10/2019,363804.1961,227.835243,trader0,TradedAway,security593,Bloomberg,Market,client0,0,0,1,0,0,[NULL],IT,BTPS,EUR,EGB,EGB,0-2,25/10/2019,Floating,salesperson0,HedgeFund
36:53.6,23/10/2019,41120642.81,34472.89096,trader61,DealerExpired,security631,Bloomberg,Buy,client259,0,0,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],5.5-10,21/05/2028,Floating,salesperson3,RealMoney
37:09.7,23/10/2019,35891291.21,21576.41708,trader18,CustomerExpired,security632,VOICE,Buy,client260,1,0,0,0,0,1,AU,EuroAUD,AUD,BOND,$ BLOCK,5.5-10,22/07/2047,Floating,salesperson3,HedgeFund
26:55.0,23/10/2019,4376281.9,9537.176546,trader4,CoveredTied,security519,Tradeweb,Pay,client251,0,0,0,0,0,1,BE,BGB,EUR,EGB,EGB,Oct-30,05/03/2019,Floating,salesperson7,HedgeFund
30:24.8,23/10/2019,638622.8248,466.4423271,trader4,Covered,security633,Tradeweb,Sell,client251,0,0,0,0,0,-1,DE,EuroEUR,EUR,EGB,INF-EMEA,2-3.5,31/12/2025,Floating,salesperson2,RealMoney
33:24.5,23/10/2019,2845702.548,6588.59177,trader4,Covered,security561,Tradeweb,Pay,client251,0,0,0,0,0,1,FI,RFGB,EUR,EGB,EGB,5.5-10,31/12/2022,Floating,salesperson9,RealMoney
53:17.4,23/10/2019,21749893.09,103773.7402,trader4,TradedAway,security634,Tradeweb,Receive,client251,0,0,1,0,0,-1,IT,BTPS,EUR,EGB,EGB,3.5-5.5,01/11/2023,Floating,salesperson6,HedgeFund
27:10.7,23/10/2019,2887282.484,6314.190527,trader4,DoneTied,security511,Tradeweb,Pay,client251,0,1,0,0,0,1,ES,SPGB,EUR,EGB,EGB,3.5-5.5,15/11/2044,Floating,salesperson0,HedgeFund
48:16.3,23/10/2019,617291.7058,407.4620339,trader4,TradedAway,security635,Tradeweb,Market,client251,0,0,1,0,0,[NULL],[NULL],[NULL],JPY,IRS_JPY,[NULL],Oct-30,25/05/2022,Floating,salesperson3,RealMoney
27:24.9,23/10/2019,23293640.81,99926.12868,trader4,Done,security636,Tradeweb,Buy,client251,0,1,0,0,0,1,NL,NETHER,EUR,EGB,INF-EMEA,2-3.5,17/12/2024,Floating,salesperson6,RealMoney
32:51.9,23/10/2019,50948104.62,73283.45015,trader4,CustomerExpired,security605,Tradeweb,Buy,client251,0,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,Oct-30,25/04/2019,Floating,salesperson4,HedgeFund
54:32.9,23/10/2019,1182398.852,4678.002089,trader4,CustomerRejected,security537,Tradeweb,Receive,client251,0,0,0,0,0,-1,US,TBILL,USD,BILL,USD FRONT END,0-2,20/06/2029,Floating,salesperson0,RealMoney
47:46.5,23/10/2019,2483449.517,2388.734262,trader47,Done,security214,Tradeweb,Buy,client33,0,1,0,0,0,1,JP,JGB (Reopen),JPY,JGB,JGB,5.5-10,30/11/2033,Floating,salesperson5,HedgeFund
28:14.8,23/10/2019,552928.5117,1022.917747,trader10,DealerExpired,security356,Tradeweb,Sell,client261,0,0,0,0,0,-1,SG,EuroUSD,USD,BOND,CREDIT-AEJ,5.5-10,15/06/2022,Floating,salesperson7,HedgeFund
51:48.0,23/10/2019,92470.42386,746.2516384,trader57,CoveredTied,security637,Tradeweb,Buy,client241,0,0,0,0,0,1,IT,BTPS,EUR,EGB,[NULL],3.5-5.5,15/02/2041,Floating,salesperson0,RealMoney
49:44.0,23/10/2019,5298210.514,5237.659536,trader10,DoneTied,security638,Tradeweb,Receive,client261,0,1,0,0,0,-1,ES,EuroEUR,EUR,EGB_INFLATION,INF-EMEA,Oct-30,04/07/2022,Floating,salesperson2,RealMoney
43:42.8,23/10/2019,4929329.798,994.7445663,trader23,Done,security639,Bloomberg,Pay,client169,0,1,0,0,0,1,BE,BGB,EUR,EGB,INF-EMEA,2-3.5,15/10/2020,Floating,salesperson6,HedgeFund
46:12.0,23/10/2019,4661981.356,235.2912381,trader50,CoveredTied,security640,Bloomberg,Receive,client132,0,0,0,0,0,-1,AT,RAGB,EUR,EGB,INF-EMEA,3.5-5.5,31/10/2044,Floating,salesperson7,HedgeFund
35:49.1,23/10/2019,29732271.28,49563.95211,trader31,CustomerExpired,security476,VOICE,Buy,client206,1,0,0,0,0,1,US,[NULL],USD,IrsVanilla,USD SWAPS,30+,20/09/2027,Floating,salesperson0,HedgeFund
48:30.8,23/10/2019,1090426.914,457.8402318,trader10,DoneTied,security19,Tradeweb,Pay,client16,0,1,0,0,0,1,ID,Samurai,JPY,BOND,[NULL],2-3.5,20/04/2020,Floating,salesperson6,HedgeFund
56:14.1,23/10/2019,344967514.4,409916.2732,trader10,CustomerExpired,security641,Bloomberg,Pay,client262,0,0,0,0,0,1,FR,TBILL,EUR,EGB_BILLS,EUR BILLS,0-2,15/09/2025,Floating,salesperson3,RealMoney
37:54.0,23/10/2019,2463291.212,1516.96881,trader47,DealerExpired,security398,Tradeweb,Buy,client73,0,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,2-3.5,25/11/2024,Floating,salesperson7,HedgeFund
38:36.1,23/10/2019,4237227.845,13454.53393,trader47,TradedAwayTied,security642,Tradeweb,Sell,client73,0,0,0,1,0,-1,AU,ACGB,AUD,ACGB,$ BLOCK,5.5-10,20/09/2117,Floating,salesperson4,RealMoney
46:22.6,23/10/2019,335042.8766,538.1881722,trader47,DealerExpired,security643,Tradeweb,Sell,client73,0,0,0,0,0,-1,US,[NULL],USD,IrsImm,USD SWAPS,Oct-30,24/03/2021,Floating,salesperson0,HedgeFund
33:23.6,23/10/2019,16019270.3,3543.576301,trader23,TradedAway,security644,Tradeweb,Pay,client212,0,0,1,0,0,1,JP,JPNCorp,JPY,BOND,[NULL],2-3.5,07/09/2034,Floating,salesperson6,RealMoney
51:06.7,23/10/2019,141053466.3,130032.0079,trader47,CoveredTied,security215,Bloomberg,Sell,client263,0,0,0,0,0,-1,AT,RAGB,EUR,EGB,EGB,30+,01/10/2023,Floating,salesperson4,RealMoney
48:16.2,23/10/2019,33638284.26,54224.91423,trader10,DoneTied,security322,Tradeweb,Receive,client261,0,1,0,0,0,-1,FR,FRTR,EUR,EGB,INF-EMEA,2-3.5,21/03/2029,Floating,salesperson5,HedgeFund
32:55.5,23/10/2019,36402472.03,14326.63712,trader3,CustomerExpired,security419,Tradeweb,Pay,client57,0,0,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],5.5-10,15/11/2025,Floating,salesperson3,HedgeFund
55:15.1,23/10/2019,4946870.731,4890.335066,trader10,DealerRejected,security638,Tradeweb,Pay,client261,0,0,0,0,1,1,SG,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,31/10/2046,Floating,salesperson0,RealMoney
45:48.2,20/10/2019,28235.53715,2.893366093,trader0,DealerRejected,security645,Bloomberg,Buy,client248,0,0,0,0,1,1,ID,Samurai,JPY,BOND,[NULL],2-3.5,25/10/2027,Floating,salesperson2,RealMoney
34:21.8,20/10/2019,63478399.15,55481.18644,trader47,CustomerExpired,security211,Bloomberg,Pay,client169,0,0,0,0,0,1,ID,INDON,IDO,BOND,[NULL],3.5-5.5,19/06/2023,Floating,salesperson8,RealMoney
56:50.2,20/10/2019,497976.8339,361.5058651,trader47,Done,security403,Tradeweb,Sell,client264,0,1,0,0,0,-1,SI,EuroEUR,EUR,BOND,EGB,0-2,30/07/2019,Floating,salesperson9,HedgeFund
35:27.8,20/10/2019,601579.9049,349.9044428,trader47,DoneTied,security646,Tradeweb,Buy,client264,0,1,0,0,0,1,JP,JPNCorp,JPY,BOND,[NULL],0-2,25/01/2023,Floating,salesperson1,RealMoney
52:37.1,20/10/2019,26044919.85,21826.36865,trader61,Covered,security631,Bloomberg,Buy,client259,0,0,0,0,0,1,DE,DBR,EUR,EGB,[NULL],5.5-10,18/04/2021,Floating,salesperson3,HedgeFund
44:01.1,20/10/2019,33953.29531,91.69895786,trader47,TradedAway,security417,Tradeweb,Receive,client264,0,0,1,0,0,-1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,3.5-5.5,31/10/2048,Floating,salesperson5,HedgeFund
49:51.0,20/10/2019,1111466.572,1098.764097,trader10,CoveredTied,security638,Tradeweb,Receive,client261,0,0,0,0,0,-1,IT,BTPS,EUR,EGB,EGB,Oct-30,24/03/2021,Floating,salesperson7,RealMoney
53:58.9,20/10/2019,1926537.65,95.8957035,trader27,Done,security72,VOICE,Receive,client155,1,1,0,0,0,-1,FR,FRTR,EUR,EGB,INF-EMEA,0-2,04/02/2023,Floating,salesperson2,RealMoney
38:04.2,20/10/2019,69607362.86,42854.39212,trader47,DoneTied,security398,VOICE,Sell,client265,1,1,0,0,0,-1,ID,Samurai,JPY,BOND,[NULL],2-3.5,05/06/2019,Floating,salesperson5,RealMoney
57:50.7,20/10/2019,212023.131,53.60187635,trader50,CustomerRejected,security647,Tradeweb,Buy,client128,0,0,0,0,0,1,NL,NETHER,EUR,EGB,INF-EMEA,0-2,02/02/2042,Floating,salesperson6,HedgeFund
46:35.0,20/10/2019,130214.5615,124.9218314,trader50,CustomerRejected,security474,Tradeweb,Pay,client73,0,0,0,0,0,1,DE,DBR,EUR,EGB,INF-EMEA,0-2,20/12/2037,Floating,salesperson7,HedgeFund
35:17.9,20/10/2019,702970435.6,968469.4964,trader3,Done,security648,Tradeweb,Sell,client266,0,1,0,0,0,-1,IE,IRISH,EUR,EGB,EGB,5.5-10,28/09/2020,Floating,salesperson8,HedgeFund
45:43.1,20/10/2019,555797.4143,319.2726706,trader48,TradedAwayTied,security649,Tradeweb,Sell,client128,0,0,0,1,0,-1,US,TBOND,USD,TBOND,UST,3.5-5.5,21/10/2024,Floating,salesperson7,HedgeFund
38:54.6,20/10/2019,667732.9946,1134.25058,trader48,Done,security650,Tradeweb,Sell,client128,0,1,0,0,0,-1,IT,BTPS,EUR,EGB,EGB,2-3.5,22/11/2042,Floating,salesperson5,HedgeFund
54:21.4,20/10/2019,20005985.55,22429.06257,trader3,CustomerRejected,security651,Tradeweb,Buy,client240,0,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,2-3.5,20/03/2045,Floating,salesperson1,HedgeFund
00:24.0,20/10/2019,768183999.4,707199.4853,trader47,CoveredTied,security215,VOICE,Receive,client267,1,0,0,0,0,-1,AU,ACGB,AUD,ACGB,$ BLOCK,2-3.5,21/04/2026,Floating,salesperson8,RealMoney
37:46.9,20/10/2019,7518269877,1510949.284,trader24,DoneTied,security445,Bloomberg,Receive,client246,0,1,0,0,0,-1,SI,EuroEUR,EUR,BOND,EGB,5.5-10,25/05/2027,Floating,salesperson4,RealMoney
56:30.1,20/10/2019,4096478693,4053116.927,trader24,CustomerRejected,security380,Bloomberg,Receive,client246,0,0,0,0,0,-1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,2-3.5,15/05/2020,Floating,salesperson7,HedgeFund
55:43.2,20/10/2019,417070.8997,709.0205294,trader10,Covered,security443,Tradeweb,Pay,client128,0,0,0,0,0,1,IT,BTPS,EUR,EGB,EGB,0-2,15/01/2029,Floating,salesperson6,RealMoney
58:26.9,20/10/2019,3.90971E+11,10404836.3,trader39,DealerExpired,security123,VOICE,Buy,client227,1,0,0,0,0,1,SG,EuroUSD,USD,BOND,CREDIT-AEJ,5.5-10,17/09/2019,Floating,salesperson5,RealMoney
35:46.2,20/10/2019,466929.855,196.0509873,trader10,CoveredTied,security19,Bloomberg,Receive,client2,0,0,0,0,0,-1,AU,ACGB,AUD,ACGB,$ BLOCK,2-3.5,05/06/2019,Floating,salesperson1,RealMoney
51:11.5,20/10/2019,1393611.658,581.4476121,trader23,CustomerRejected,security652,Tradeweb,Buy,client172,0,0,0,0,0,1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,2-3.5,01/05/2019,Floating,salesperson6,RealMoney
59:50.6,20/10/2019,1.20942E+12,32186175.65,trader39,Covered,security123,VOICE,Buy,client268,1,0,0,0,0,1,ES,SPGB,EUR,EGB,EGB,0-2,31/10/2020,Floating,salesperson3,HedgeFund
33:11.2,20/10/2019,24724447.49,19053.3228,trader47,TradedAway,security395,Tradeweb,Sell,client240,0,0,1,0,0,-1,JP,JPNCorp,JPY,BOND,[NULL],3.5-5.5,15/08/2039,Floating,salesperson6,RealMoney
00:58.5,20/10/2019,11941943.95,24659.71361,trader0,Covered,security522,Tradeweb,Receive,client240,0,0,0,0,0,-1,DE,EuroUSD,USD,MEDIUM-TERM-NOTE,FBG,2-3.5,21/04/2026,Floating,salesperson5,HedgeFund
53:54.6,20/10/2019,38360243685,69707454.48,trader39,CustomerExpired,security275,Tradeweb,Pay,client269,0,0,0,0,0,1,DE,DBR,EUR,EGB,INF-EMEA,0-2,01/09/2028,Floating,salesperson6,HedgeFund
49:12.8,20/10/2019,108235870.1,10626.91273,trader8,CoveredTied,security158,Bloomberg,Sell,client69,0,0,0,0,0,-1,ES,SPGB,EUR,EGB,EGB,30+,15/11/2043,Floating,salesperson4,RealMoney
39:10.7,20/10/2019,223267428.8,43345.04784,trader8,DoneTied,security41,Bloomberg,Sell,client69,0,1,0,0,0,-1,NL,NETHER,EUR,EGB,EGB,5.5-10,15/02/2047,Floating,salesperson0,HedgeFund
47:12.9,20/10/2019,61123.95167,30.58599518,trader3,DealerRejected,security4,Tradeweb,Sell,client73,0,0,0,0,1,-1,DE,EuroAUD,AUD,MEDIUM-TERM-NOTE,[NULL],3.5-5.5,01/03/2038,Floating,salesperson2,RealMoney
54:19.6,20/10/2019,1409400.985,752.5212694,trader3,Covered,security653,Tradeweb,Sell,client73,0,0,0,0,0,-1,BE,BGB,EUR,EGB,INF-EMEA,2-3.5,22/03/2058,Floating,salesperson1,HedgeFund
54:52.5,20/10/2019,353198.0245,324.6725921,trader47,Done,security410,Tradeweb,Pay,client128,0,1,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],Oct-30,15/11/2046,Floating,salesperson3,RealMoney
46:43.6,20/10/2019,1511251.775,1058.403022,trader47,DealerRejected,security508,Tradeweb,Sell,client128,0,0,0,0,1,-1,IE,IRISH,EUR,EGB,EGB,Oct-30,21/05/2030,Floating,salesperson9,HedgeFund
02:05.0,20/10/2019,2322338.897,1308.183418,trader47,Done,security222,Bloomberg,Buy,client270,0,1,0,0,0,1,JP,JTDB,JPY,JGB_BILLS,JGB,0-2,15/09/2021,Floating,salesperson7,HedgeFund
48:21.6,20/10/2019,74220302.59,63730.13483,trader3,Done,security219,Bloomberg,Receive,client271,0,1,0,0,0,-1,DE,EuroUSD,USD,MEDIUM-TERM-NOTE,FBG,2-3.5,20/06/2029,Floating,salesperson0,RealMoney
48:21.6,20/10/2019,15375785.31,21327.02632,trader3,CustomerExpired,security654,Bloomberg,Buy,client271,0,0,0,0,0,1,NL,NETHER,EUR,EGB,EGB,5.5-10,15/11/2028,Floating,salesperson1,RealMoney
51:20.4,20/10/2019,2422633.39,1017.197043,trader10,Done,security19,Bloomberg,Pay,client26,0,1,0,0,0,1,ES,SPGB,EUR,EGB,EGB,Oct-30,20/12/2033,Floating,salesperson9,RealMoney
37:33.1,20/10/2019,407864.0263,214.9326771,trader54,TradedAway,security655,Bloomberg,Sell,client272,0,0,1,0,0,-1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,04/02/2023,Floating,salesperson6,RealMoney
00:40.1,20/10/2019,43742200.21,85227.48903,trader10,CustomerRejected,security55,Tradeweb,Pay,client16,0,0,0,0,0,1,US,TBOND,USD,TBOND,UST,Oct-30,22/04/2033,Floating,salesperson7,RealMoney
50:23.4,20/10/2019,7213867.179,9107.259259,trader3,Covered,security374,Tradeweb,Sell,client45,0,0,0,0,0,-1,JP,JGB (Reopen),JPY,JGB,JGB,Oct-30,18/10/2020,Floating,salesperson3,HedgeFund
33:41.6,20/10/2019,474036.8137,202.2765071,trader53,Done,security656,Bloomberg,Receive,client273,0,1,0,0,0,-1,JP,JPNCorp,JPY,BOND,[NULL],0-2,20/10/2026,Floating,salesperson3,HedgeFund
00:23.2,20/10/2019,358495.171,122.4276049,trader48,CustomerRejected,security520,Bloomberg,Sell,client208,0,0,0,0,0,-1,ID,Samurai,JPY,BOND,[NULL],2-3.5,22/07/2047,Floating,salesperson6,RealMoney
58:39.5,20/10/2019,497292.81,1916.007718,trader4,TradedAwayTied,security657,Tradeweb,Sell,client251,0,0,0,1,0,-1,DE,EuroEUR,EUR,EGB,EGB,0-2,25/11/2020,Floating,salesperson0,RealMoney
58:46.2,20/10/2019,777194.1523,509.130885,trader0,CustomerRejected,security505,Bloomberg,Receive,client0,0,0,0,0,0,-1,NL,NETHER,EUR,EGB,INF-EMEA,0-2,15/05/2045,Floating,salesperson7,RealMoney
43:46.2,20/10/2019,38371096.53,8262.126256,trader3,CustomerRejected,security353,Bondvision,Sell,client274,0,0,0,0,0,-1,SG,[NULL],USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,14/04/2023,Floating,salesperson9,HedgeFund
37:59.4,20/10/2019,16086550455,35483858.05,trader39,CustomerExpired,security24,Tradeweb,Pay,client269,0,0,0,0,0,1,FR,FRTR,EUR,EGB,[NULL],0-2,20/12/2035,Floating,salesperson2,RealMoney
57:32.5,20/10/2019,9679995.806,1569.74856,trader23,TradedAway,security79,Bondvision,Sell,client275,0,0,1,0,0,-1,CN,EuroGBP,GBP,BOND,[NULL],0-2,30/09/2025,Floating,salesperson4,HedgeFund
00:47.4,20/10/2019,5525059.657,12040.69358,trader4,DoneTied,security519,Bloomberg,Pay,client276,0,1,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],5.5-10,20/09/2042,Floating,salesperson3,HedgeFund
36:30.5,20/10/2019,4787780.868,9891.998582,trader3,CustomerRejected,security522,Tradeweb,Sell,client240,0,0,0,0,0,-1,[NULL],[NULL],GBP,Bond,FBG,2-3.5,30/04/2021,Floating,salesperson4,RealMoney
53:31.5,20/10/2019,14353668.03,12734.01177,trader10,Done,security75,Bloomberg,Receive,client133,0,1,0,0,0,-1,ES,SPGB,EUR,EGB,EGB,0-2,31/10/2021,Floating,salesperson1,HedgeFund
51:12.6,20/10/2019,2909479.095,193.965273,trader10,TradedAway,security494,Bloomberg,Buy,client230,0,0,1,0,0,1,FR,BTF,EUR,EGB_BILLS,EUR BILLS,0-2,21/06/2021,Floating,salesperson4,RealMoney
44:55.7,20/10/2019,38958.99933,4.871085102,trader23,Done,security658,Tradeweb,Pay,client277,0,1,0,0,0,1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,3.5-5.5,30/07/2020,Floating,salesperson7,HedgeFund
01:02.8,20/10/2019,18738971.51,1499.117721,trader10,CoveredTied,security495,Tradeweb,Receive,client45,0,0,0,0,0,-1,FR,TBILL,EUR,EGB_BILLS,EUR BILLS,0-2,31/01/2023,Floating,salesperson1,HedgeFund
55:09.7,20/10/2019,1124745073,224611.5911,trader10,Done,security659,Tradeweb,Buy,client45,0,1,0,0,0,1,ES,SPGB,EUR,EGB,EGB,2-3.5,30/01/2042,Floating,salesperson4,RealMoney
03:43.2,20/10/2019,82124027.13,5474.935142,trader10,TradedAway,security494,Bloomberg,Sell,client230,0,0,1,0,0,-1,IT,BTPS,EUR,EGB,INF-EMEA,5.5-10,25/05/2026,Floating,salesperson2,HedgeFund
47:05.5,20/10/2019,7383070.423,13917.15281,trader47,CustomerExpired,security660,Tradeweb,Buy,client278,0,0,0,0,0,1,FI,RFGB,EUR,EGB,EGB,5.5-10,20/09/2033,Floating,salesperson1,HedgeFund
42:21.3,20/10/2019,69342363.75,964.5882725,trader52,CustomerRejected,security661,Tradeweb,Pay,client278,0,0,0,0,0,1,BE,BGB,EUR,EGB,EGB,5.5-10,01/03/2024,Floating,salesperson7,RealMoney
47:38.2,20/10/2019,2378979.328,88.90794795,trader52,DoneTied,security662,Tradeweb,Pay,client278,0,1,0,0,0,1,FR,FRTR,EUR,EGB,EGB,5.5-10,20/12/2033,Floating,salesperson5,RealMoney
48:16.8,20/10/2019,8394450.895,5843.363877,trader48,Covered,security552,Bloomberg,Pay,client279,0,0,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],3.5-5.5,15/07/2020,Floating,salesperson8,RealMoney
00:47.1,20/10/2019,5868454.434,5294.532361,trader48,CustomerExpired,security391,Tradeweb,Buy,client245,0,0,0,0,0,1,DE,DBR,EUR,EGB,EGB,3.5-5.5,28/09/2020,Floating,salesperson7,HedgeFund
45:16.1,20/10/2019,4135067.666,132.574793,trader52,DoneTied,security663,Bondvision,Buy,client280,0,1,0,0,0,1,AT,RAGB,EUR,EGB,EGB,30+,15/07/2024,Floating,salesperson7,HedgeFund
41:13.2,20/10/2019,366866013.8,68843.16317,trader23,Done,security664,Bondvision,Receive,client275,0,1,0,0,0,-1,HK,EuroUSD,USD,BOND,CREDIT-AEJ,0-2,10/10/2019,Floating,salesperson8,RealMoney
03:37.9,20/10/2019,514376.467,422.7670552,trader53,DealerRejected,security665,Bloomberg,Sell,client281,0,0,0,0,1,-1,SI,EuroEUR,EUR,BOND,EGB,0-2,30/04/2019,Floating,salesperson9,RealMoney
39:51.7,20/10/2019,352179.3329,160.0395024,trader0,CustomerRejected,security213,Bloomberg,Receive,client0,0,0,0,0,0,-1,NL,NETHER,EUR,EGB_BILLS,EUR BILLS,0-2,31/05/2020,Floating,salesperson9,RealMoney
34:54.3,20/10/2019,24554460.88,787.2428777,trader52,CustomerRejected,security663,Bloomberg,Pay,client282,0,0,0,0,0,1,IE,IRISH,EUR,EGB,EGB,0-2,28/06/2025,Floating,salesperson9,RealMoney
00:10.2,20/10/2019,2986240.55,5351.12755,trader3,Done,security618,Bloomberg,Sell,client211,0,1,0,0,0,-1,FR,FRTR,EUR,EGB,INF-EMEA,2-3.5,07/03/2019,Floating,salesperson6,HedgeFund
47:17.3,20/10/2019,3047881.922,1432.224775,trader62,Covered,security666,TrueEX,Buy,client65,0,0,0,0,0,1,ID,Samurai,JPY,BOND,[NULL],2-3.5,20/03/2036,Floating,salesperson4,HedgeFund
53:15.1,20/10/2019,46534.88255,36.41215569,trader47,DealerRejected,security667,Tradeweb,Buy,client128,0,0,0,0,1,1,HK,[NULL],USD,BOND,CREDIT-AEJ,2-3.5,21/03/2029,Floating,salesperson7,RealMoney
46:10.7,20/10/2019,2614480.633,1986.381625,trader48,TradedAway,security377,Tradeweb,Buy,client128,0,0,1,0,0,1,TH,THAIGB,THO,BOND,[NULL],Oct-30,30/07/2066,Floating,salesperson3,HedgeFund
58:03.5,20/10/2019,6092850.208,4422.733903,trader47,CoveredTied,security403,Tradeweb,Sell,client128,0,0,0,0,0,-1,JP,JGB (Reopen),JPY,JGB,JGB,3.5-5.5,30/09/2025,Floating,salesperson8,RealMoney
57:43.1,20/10/2019,1383840.889,971.7582745,trader0,CustomerExpired,security668,Tradeweb,Receive,client128,0,0,0,0,0,-1,DE,[NULL],GBP,MEDIUM-TERM-NOTE,FBG,2-3.5,16/01/2039,Floating,salesperson5,HedgeFund
56:11.5,20/10/2019,287991.4942,212.857921,trader0,TradedAwayTied,security590,Tradeweb,Sell,client128,0,0,0,1,0,-1,AU,[NULL],AUD,BOND,CREDIT-AEJ,5.5-10,31/05/2024,Floating,salesperson4,HedgeFund
48:56.1,20/10/2019,1556493.025,1341.075798,trader47,TradedAwayTied,security669,Tradeweb,Buy,client128,0,0,0,1,0,1,NL,NETHER,EUR,EGB,INF-EMEA,3.5-5.5,01/03/2067,Floating,salesperson8,RealMoney
43:54.5,20/10/2019,328183023.9,137795.0139,trader10,CoveredTied,security19,Bloomberg,Pay,client133,0,0,0,0,0,1,BE,BGB,EUR,EGB,INF-EMEA,0-2,01/05/2019,Floating,salesperson8,RealMoney
